R,R,CCB,WR,MD,CCB,HL,ER,OFF,OFF,OFF,OFF,R,SCK,ER,CHL,MD,MD,PC,PC,OFF,OFF,Hol,R,OFF,OFF,R,SCK,BC,BC,BC
OFF,R,805,COL,COL,PC,R,CCB,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,ER,ER,*OF,*OF,*OF,*OF,*OF,*OF,R,805,R,LH,LH
CHL,OFF,OFF,OFF,E,R,W,R,CHL,CCB,MST,SCK,CHL,OFF,OFF,HL,HL,BC,BC,R,OFF,OFF,ER,Hol,MST,KSL,COL,COL,W,OFF,OFF
WR,SIC,PPD,OFF,E,R,SCK,SCK,G,G,OFF,OFF,CCB,HL,R,FML,MD,E,E,PPD,G,G,R,CCB,R,CCB,OFF,OFF,R,G,G
CCB,OFF,OFF,OFF,E,805,KSL,SCK,BC,BC,CHL,MST,OFF,OFF,R,W,805,R,MST,OFF,OFF,CCB,COL,Hol,PC,PC,ER,VAC,VAC,VAC,VAC
LH,LH,LH,OFF,E,LH,LH,TSD,WR,SCK,SCK,LH,LH,OFF,OFF,SCK,LH,LH,LH,*OF,OFF,LH,Hol,LH,OFF,LH,LH,LH,LH,TSD,TSD
R,WR,VAC,MST,R,W,W,805,OFF,OFF,OFF,OFF,HL,W,W,BC,W,ER,OFF,OFF,COL,COL,Hol,MST,*OF,OFF,VAC,KSL,CCB,CCB,HL
805,ER,CCB,R,ER,OFF,OFF,SCK,KSL,R,PC,PC,KSL,805,R,E,E,E,E,CCB,CCB,WR,R,Hol,WR,ER,CCB,R,HL,OFF,OFF
SCK,OFF,OFF,OFF,E,BC,BC,HL,COL,COL,COL,COL,OFF,OFF,R,805,R,MD,E,OFF,CCB,R,Hol,G,OFF,OFF,CHL,CCB,R,W,SCK
BC,BC,BC,BC,BC,R,WR,BC,OFF,OFF,OFF,OFF,BC,BC,CCB,R,BC,E,E,BC,BC,BC,BC,BC,BC,BC,BC,BC,*OF,*OF,*OF
PC,PC,PC,PC,PC,CHL,PC,CCB,OFF,OFF,OFF,OFF,PC,PC,Vac,PC,PC,PC,OFF,OFF,PC,PC,Hol,PC,OFF,OFF,PC,PC,805,Vac,PC
COL,COL,COL,R,WR,COL,COL,COL,OFF,OFF,OFF,OFF,VAC,COL,COL,COL,COL,COL,COL,CHL,OFF,OFF,Hol,Hol,COL,COL,OFF,OFF,COL,COL,COL
VAC,W,W,R,R,OFF,OFF,W,W,W,ER,R,W,OFF,*OF,W,W,E,OFF,W,W,W,KSL,Hol,KSL,VAC,W,W,R,OFF,OFF
SCK,OFF,OFF,CCB,R,KSL,R,OFF,OFF,VAC,KSL,KSL,SCK,OFF,OFF,KSL,KSL,KSL,KSL,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,KSL,KSL
W,KSL,KSL,KSL,KSL,SCK,R,OFF,OFF,KSL,R,CCB,R,KSL,KSL,E,MD,MD,E,KSL,KSL,KSL,VAC,VAC,VAC,VAC,KSL,CHL,KSL,R,SCK
OFF,INS,INS,OFF,E,G,G,G,CCB,CCB,G,G,G,OFF,OFF,G,G,G,G,G,OFF,OFF,G,Hol,G,G,G,SCK,R,OFF,OFF
SCK,OFF,OFF,OFF,E,ER,R,ROB,R,ROB,ROB,ROB,ROB,ROB,ROB,E,E,E,E,ROB,ROB,ROB,Hol,ROB,OFF,OFF,R,HL,ROB,ROB,ROB
VAC,OFF,OFF,MD,E,WR,R,PC,ROB,WR,LH,ER,OFF,OFF,CHL,ROB,ROB,ROB,ROB,CCB,VAC,VAC,Hol,WR,OFF,OFF,ROB,ROB,CCB,PC,805
TSD,CHL,R,R,R,R,*OF,OFF,PPD,PC,R,WR,OFF,OFF,PC,R,MD,MD,E,OFF,WR,R,Hol,W,*OF,OFF,TSD,CCB,PC,GSO,WR
R,HL,R,LH,MST,OFF,OFF,WR,805,CHL,BC,BC,OFF,OFF,BC,R,CCB,CHL,ER,OFF,CHL,OFF,MST,KSL,*OF,*OF,ER/,ER,CHL,WR,CHL
R,CCB,CHL,CHL,R,HL,CCB,R,OFF,OFF,OFF,OFF,WR,R,CCB,R,ER,R,SCK,HL,805,CCB,Hol,Hol,OFF,OFF,805,R,R,CHL,CCB
HL,805,ER,G,G,R,OFF,OFF,PC,805,WR,R,R,WR,FML,E,E,E,OFF,LH,LH,ER,PC,Hol,ROB,ROB,WR,G,G,OFF,OFF
G,G,G,E,MD,OFF,OFF,KSL,LH,LH,OFF,OFF,COL,CCB,805,R,MD,MD,E,COL,OFF,OFF,LH,ER,OFF,OFF,HL,R,WR,W,W
CCB,SCK,WR,FNL,R,SCK,OFF,OFF,HL,R,OFF,OFF,SCK,SCK,R,ER,WR,MST,CCB,OFF,OFF,HL,Hol,Hol,CHL,R,OFF,OFF,R,805,W
KSL,OFF,OFF,OFF,E,FOD,FOD,FOD,FOD,FOD,OFF,OFF,FOD,G,G,LH,CCB,E,OFF,805,HL,CHL,Hol,COL,OFF,OFF,VAC,,R,SCK,SCK
OFF,ROB,ROB,ROB,ROB,ROB,ROB,LH,OFF,OFF,OFF,OFF,SCK,LH,LH,CCB,CHL,WR,WR,SCK,OFF,OFF,ROB,Hol,LH,MST,OFF,OFF,SCK,HL,R
W,W,W,OFF,E,W,805,W,W,W,CCB,R,W,W,W,E,E,E,OFF,W,W,W,W,Hol,CCB,WR,W,W,W,OFF,OFF
