RK,Off,Off,RK/,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK,SCK
FNL,OFF,OFF,OFF,Off,INS,INS,ROB,ROB,ROB,LH,LH,D,Off,E,D,OFF,OFF,D,D,D,ROB,BC,ROB,H,Off,D,D,D,OFF,OFF
PPD,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,PPD,PPD,PPD,E,E,E,PPD,PPD,PPD,PPD,PPD,PPD,PPD,PPD,PPD,PPD,PPD,PPD,PPD,PPD,PPD
VAC,VAC,D,D,D,PC,D,D,D,D,Off,Off,KSL,W,D,D,D,D,PC,PC,Off,Off,Off,Off,W,W,W,W,W,BC,BC
RK,COL,COL,COL,COL,RK,ROB,Off,COL,COL,RK,TRN,TRN,D,D,D,Off,RK,RK,Off,RK,RK,RK,RK,H,Off,RK,PC,PC,COL,COL
D,D,D,H,Off,D,D,D,VAC,D,D,D,Off,KSL,D,E,Off,W,W,D,D,D,D,D,,,,,,,
ROB,G,G,H,Off,ROB,SCK,TRN,D,D,G,D,Off,OFF,KSL,KSL,D,ROB,ROB,AL,OFF,OFF,Off,Off,D,ROB,GSC,GSC,GSC,GSO,FML
Off,Off,Off,BC,D,INS,INS,D,Off,Off,D,D,D,D,D,D,D,D,OFF,OFF,D,D,W,W,W,D,D,Off,Off,Off,Off
W,RK,RK,W,W,RK,Off,Off,Off,Off,VAC,RK,W,D,D,E,Off,W,W,W,W,W,RK,RK,H,Off,COL,RK,RK,RK,RK
D,D,D,H,Off,D,D,VAC,VAC,VAC,VAC,VAC,VAC,D,D,D,Off,D,D,D,D,D,Off,Off,SCK,SCK,SCK,SCK,D,D,D
D,ROB,ROB,H,PC,D,PC,PC,PC,PC,SCK,G,Off,Off,D,D,Off,D,D,D,COL,D,ROB,Off,D,BC,BC,BC,BC,W,W
BC,BC,BC,OFF,OFF,OFF,D,BC,BC,BC,Off,Off,BC,BC,BC,BC,BC,BC,SCK,BC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC
FML,FML,FML,FML,FML,FML,FML,FML,FML,FML,PC,PC,PC,PC,PC,PC,PC,PC,Off,Off,PC,PC,PC,PC,PC,PC,PC,Off,Off,PC,OFF
VAC,D,OFF,H,OFF,COL,COL,COL,Off,Off,COL,COL,COL,COL,COL,COL,COL,COL,COL,COL,OFF,OFF,Off,OFF,COL,COL,OFF,COL,COL,Off,Off
LH,D,D,D,D,SCK,SCK,SCK,SCK,SCK,SCK,SCK,D,LH,LH,E,Off,LH,LH,LH,LH,LH,Off,Off,LH,LH,LH,LH,LH,D,D
W,W,W,H,Off,W,W,W,W,W,W,W,Off,Off,W,W,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC
VAC,VAC,VAC,VAC,BC,BC,TRN,D,Off,Off,W,SCK,SCK,SCK,D,E,D,Off,Off,VAC,D,COL,D,SCK,VAC,VAC,VAC,Off,Off,Off,Off
COL,KSL,KSL,KSL,KSL,KSL,Off,Off,Off,Off,KSL,KSL,LH,SCK,D,E,Off,KSL,KSL,KSL,KSL,KSL,KSL,KSL,H,Off,D,D,KSL,KSL,KSL
KSL,Off,Off,RK,RK,SCK,KSL,KSL,KSL,KSL,Off,Off,TRN,D,D,E,KSL,RK,RK,RK,Off,Off,Off,Off,KSL,KSL,KSL,KSL,VAC,SCK,RK
G,Off,Off,G,G,G,G,G,G,G,Off,Off,G,G,G,G,G,G,G,G,Off,Off,Off,Off,G,G,G,SCK,G,G,G
PC,PC,PC,ROB,ROB,INS,INS,TRN,Off,Off,ROB,ROB,ROB,ROB,ROB,ROB,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,ROB,ROB,ROB,ROB,ROB
Off,Off,Off,LH,LH,LH,LH,LH,Off,Off,D,W,D,D,D,E,ROB,Off,Off,D,D,D,COL,COL,D,D,VAC,OFF,OFF,OFF,OFF
D,D,FML,FML,FML,FML,Off,Off,Off,Off,D,FML,FML,FML,D,D,Off,FML,D,D,D,D,D,D,H,OFF,OFF,D,D,D,D
D,OFF,OFF,W,W,W,W,W,D,D,Off,Off,W,W,W,D,W,Off,Off,W,W,W,OFF,OFF,SCK,SCK,W,W,W,D,D
OFF,OFF,OFF,VAC,PPD,PPD,PPD,PPD,Off,Off,BC,BC,TRN,SA,D,E,RK,Off,Off,RK,BC,BC,RK,RK,RK,RK,RK,OFF,OFF,OFF,OFF
Off,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,VAC,D,D,E,D,Off,Off,D,G,G,G,G,D,W,Off,Off,D,D,PC
